transaction_id,transaction_qty,product_id,unit_price,product_category,product_type,product_detail,total_payment,transaction_datetime
127366,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-06-12 14:57:14
127367,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-06-12 14:57:14
127368,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-06-12 15:00:22
127369,3,63,0.8,Flavours,Regular Syrup,Carmel Syrup,2.4000000000000004,2023-06-12 15:00:22
127370,1,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,2.0,2023-06-12 15:00:26
127371,1,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,3.0,2023-06-12 15:00:56
127373,2,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,6.0,2023-06-12 15:05:38
127374,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-12 15:05:38
127375,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-06-12 15:07:59
127376,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-12 15:07:59
127384,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-06-12 15:16:12
127385,1,8,45.0,Coffee Beans,Premium Beans,Civet Cat,45.0,2023-06-12 15:16:12
127386,2,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,4.4,2023-06-12 15:20:46
127387,1,13,8.95,Loose Tea,Black Tea,English Breakfast,8.95,2023-06-12 15:20:46
127388,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-06-12 15:23:46
127391,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-06-12 15:26:53
127392,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-06-12 15:27:01
127397,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-06-12 15:43:08
127398,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-06-12 15:43:08
127400,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-06-12 15:44:08
127406,1,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,3.0,2023-06-12 15:48:56
127411,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-06-12 15:50:57
127412,2,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,5.0,2023-06-12 15:51:04
127415,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-06-12 15:56:06
127416,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-06-12 15:56:06
127421,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-06-12 16:01:16
127422,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-06-12 16:01:46
127423,3,63,0.8,Flavours,Regular Syrup,Carmel Syrup,2.4000000000000004,2023-06-12 16:01:46
127425,1,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,2.55,2023-06-12 16:03:55
127426,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-06-12 16:04:40
127431,1,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,2.5,2023-06-12 16:11:51
127432,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-06-12 16:11:51
127436,2,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,6.0,2023-06-12 16:17:24
127444,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-06-12 16:24:59
127445,1,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,0.8,2023-06-12 16:24:59
127447,1,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,3.0,2023-06-12 16:26:06
127449,1,46,2.5,Tea,Brewed Green Tea,Serenity Green Tea Regular,2.5,2023-06-12 16:27:39
127450,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-06-12 16:28:12
127451,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-06-12 16:28:12
127453,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-06-12 16:29:06
127455,1,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023-06-12 16:32:05
127456,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-06-12 16:32:05
127459,1,58,3.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Regular,3.5,2023-06-12 16:37:51
127461,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-06-12 16:38:59
127462,1,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-06-12 16:38:59
127463,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-06-12 16:42:36
127470,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-06-12 16:51:16
127471,1,6,21.0,Coffee Beans,Gourmet Beans,Ethiopia,21.0,2023-06-12 16:51:16
127472,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-06-12 16:51:35
127475,1,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,2.0,2023-06-12 16:53:54
127476,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-06-12 16:54:50
127477,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-06-12 16:59:50
127482,1,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,2.5,2023-06-12 17:06:55
127483,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-06-12 17:07:23
127484,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-06-12 17:07:23
127485,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-06-12 17:09:11
127500,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-06-12 17:16:44
127506,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-06-12 17:22:13
127509,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-06-12 17:30:28
127510,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-06-12 17:30:28
127511,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-06-12 17:30:28
127512,2,24,3.0,Coffee,Drip Coffee,Our Old Time Diner Blend Large,6.0,2023-06-12 17:30:40
127514,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-06-12 17:33:42
127524,1,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,3.0,2023-06-12 17:47:24
127526,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-06-12 17:47:34
127527,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-12 17:47:34
127528,1,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,3.0,2023-06-12 17:48:20
127530,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-06-12 17:48:48
127536,1,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023-06-12 17:52:08
127537,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-06-12 17:52:08
127538,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-06-12 17:52:35
127541,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-06-12 17:53:26
127542,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-06-12 17:53:41
127545,1,43,3.0,Tea,Brewed Herbal Tea,Lemon Grass Large,3.0,2023-06-12 17:55:27
127546,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-06-12 17:55:27
127548,1,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,3.5,2023-06-12 17:56:02
127551,2,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023-06-12 18:02:24
127552,1,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,0.8,2023-06-12 18:02:24
127556,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-06-12 18:06:40
127561,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-06-12 18:09:02
127563,2,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,5.0,2023-06-12 18:09:50
127565,1,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,2.45,2023-06-12 18:12:35
127566,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-06-12 18:12:35
127572,2,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,5.0,2023-06-12 18:17:37
127573,1,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-06-12 18:17:37
127574,1,39,4.25,Coffee,Barista Espresso,Latte Regular,4.25,2023-06-12 18:19:01
127575,2,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,1.6,2023-06-12 18:19:01
127579,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-06-12 18:25:42
127580,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-06-12 18:25:58
127581,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-12 18:25:58
127583,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-06-12 18:29:29
127641,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-06-13 07:01:40
127642,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-06-13 07:01:40
127646,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-06-13 07:03:31
127648,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-06-13 07:06:48
127649,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-06-13 07:07:04
127650,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-06-13 07:07:04
127651,1,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023-06-13 07:07:04
127652,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-06-13 07:09:27
127655,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-06-13 07:10:37
127656,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-06-13 07:10:45
127661,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-06-13 07:14:14
127662,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-06-13 07:14:14
127663,2,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,5.0,2023-06-13 07:14:20
127664,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-13 07:14:20
127668,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-06-13 07:16:10
127670,2,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023-06-13 07:16:52
127671,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-06-13 07:16:52
127672,1,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023-06-13 07:16:52
127673,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-06-13 07:17:16
127678,1,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,2.5,2023-06-13 07:19:15
127679,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-06-13 07:19:27
127680,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-06-13 07:19:27
127681,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-06-13 07:19:50
127682,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-06-13 07:19:50
127686,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-06-13 07:21:17
127687,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-06-13 07:21:17
127688,2,57,3.1,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Large,6.2,2023-06-13 07:21:39
127691,2,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,6.0,2023-06-13 07:25:05
127692,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-06-13 07:26:19
127693,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-06-13 07:26:19
127696,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-06-13 07:28:17
127697,2,61,4.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Large,9.5,2023-06-13 07:28:25
127698,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-06-13 07:28:49
127699,1,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai,8.95,2023-06-13 07:28:49
127700,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-06-13 07:28:49
127701,1,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023-06-13 07:28:49
127704,2,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,5.0,2023-06-13 07:30:07
127712,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-06-13 07:37:43
127713,1,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,3.0,2023-06-13 07:38:28
127714,2,22,2.0,Coffee,Drip Coffee,Our Old Time Diner Blend Small,4.0,2023-06-13 07:39:10
127718,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-06-13 07:40:31
127720,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-06-13 07:41:42
127721,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-13 07:41:42
127722,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-06-13 07:43:03
127723,2,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,1.6,2023-06-13 07:43:03
127724,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-06-13 07:43:09
127725,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-06-13 07:43:10
127731,2,31,2.2,Coffee,Gourmet Brewed Coffee,Ethiopia Small,4.4,2023-06-13 07:45:24
127734,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-06-13 07:47:52
127735,1,84,0.8,Flavours,Regular Syrup,Chocolate Syrup,0.8,2023-06-13 07:47:52
127736,1,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023-06-13 07:48:18
127737,1,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,0.8,2023-06-13 07:48:18
127740,1,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,3.0,2023-06-13 07:48:42
127741,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-06-13 07:48:55
127742,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-06-13 07:49:25
127743,2,41,4.25,Coffee,Barista Espresso,Cappuccino Large,8.5,2023-06-13 07:49:29
127744,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-06-13 07:49:29
127745,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-06-13 07:49:29
127749,2,26,3.0,Coffee,Organic Brewed Coffee,Brazilian Regular,6.0,2023-06-13 07:51:16
127752,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-06-13 07:52:11
127753,1,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,0.8,2023-06-13 07:52:11
127754,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-13 07:52:11
127755,2,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,6.0,2023-06-13 07:52:18
127756,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-06-13 07:52:18
127757,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-06-13 07:52:54
127759,2,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,5.0,2023-06-13 07:54:12
127760,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-06-13 07:55:20
127764,1,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,3.0,2023-06-13 07:56:16
127765,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-06-13 07:56:16
127766,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-06-13 07:56:19
127768,1,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,3.0,2023-06-13 07:58:19
127773,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-06-13 08:01:15
127774,1,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,0.8,2023-06-13 08:01:15
127775,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-06-13 08:01:35
127788,2,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,6.0,2023-06-13 08:05:23
127789,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-06-13 08:05:23
127793,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-06-13 08:06:24
127796,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-06-13 08:07:42
127797,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-06-13 08:07:42
127800,1,54,2.5,Tea,Brewed Chai Tea,Morning Sunrise Chai Regular,2.5,2023-06-13 08:10:30
127804,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-06-13 08:11:29
127805,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-06-13 08:11:29
127808,2,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,5.0,2023-06-13 08:12:42
127811,1,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,2.5,2023-06-13 08:14:29
127819,1,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,3.0,2023-06-13 08:16:37
127823,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-06-13 08:18:40
127824,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-06-13 08:19:16
127841,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-06-13 08:23:04
127844,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-06-13 08:23:29
127851,2,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,9.0,2023-06-13 08:25:17
127853,2,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,4.4,2023-06-13 08:25:37
127857,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-06-13 08:27:36
127858,1,3,14.75,Coffee Beans,Espresso Beans,Espresso Roast,14.75,2023-06-13 08:27:36
127859,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-06-13 08:27:42
127865,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-06-13 08:28:04
127871,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-06-13 08:29:37
127877,2,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,9.0,2023-06-13 08:30:33
127883,2,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,7.5,2023-06-13 08:31:44
127885,1,49,3.0,Tea,Brewed Black Tea,English Breakfast Large,3.0,2023-06-13 08:31:47
127886,2,52,2.5,Tea,Brewed Chai Tea,Traditional Blend Chai Regular,5.0,2023-06-13 08:31:49
127891,2,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,4.4,2023-06-13 08:32:36
127892,2,48,2.5,Tea,Brewed Black Tea,English Breakfast Regular,5.0,2023-06-13 08:33:00
127893,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-06-13 08:33:00
127895,2,51,3.0,Tea,Brewed Black Tea,Earl Grey Large,6.0,2023-06-13 08:33:36
127901,2,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,5.0,2023-06-13 08:35:26
127902,1,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,28.0,2023-06-13 08:35:26
127904,2,56,2.55,Tea,Brewed Chai Tea,Spicy Eye Opener Chai Regular,5.1,2023-06-13 08:35:49
127911,1,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,3.75,2023-06-13 08:36:31
127912,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-06-13 08:36:31
127918,1,60,3.75,Drinking Chocolate,Hot Chocolate,Sustainably Grown Organic Regular,3.75,2023-06-13 08:37:29
127919,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-06-13 08:37:29
127922,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-06-13 08:38:47
127923,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-06-13 08:38:47
127942,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-06-13 08:46:12
127943,1,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,2.0,2023-06-13 08:46:55
127946,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-06-13 08:49:45
127947,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-06-13 08:49:45
127948,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-06-13 08:49:54
127949,1,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023-06-13 08:49:54
127951,2,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023-06-13 08:50:03
127952,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-06-13 08:50:03
127953,1,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023-06-13 08:50:03
127962,2,55,4.0,Tea,Brewed Chai Tea,Morning Sunrise Chai Large,8.0,2023-06-13 08:51:54
127963,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-06-13 08:51:54
127966,2,39,4.25,Coffee,Barista Espresso,Latte Regular,8.5,2023-06-13 08:52:34
127967,1,63,0.8,Flavours,Regular Syrup,Carmel Syrup,0.8,2023-06-13 08:52:34
127968,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-06-13 08:52:34
127975,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-06-13 08:55:02
127976,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-06-13 08:55:02
127985,2,28,2.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Small,4.0,2023-06-13 08:57:28
127986,2,34,2.45,Coffee,Premium Brewed Coffee,Jamaican Coffee River Small,4.9,2023-06-13 08:57:37
127987,2,47,3.0,Tea,Brewed Green Tea,Serenity Green Tea Large,6.0,2023-06-13 08:58:01
127988,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-06-13 08:58:01
127989,2,30,3.0,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Large,6.0,2023-06-13 08:58:15
127990,1,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023-06-13 08:58:15
127991,2,53,3.0,Tea,Brewed Chai Tea,Traditional Blend Chai Large,6.0,2023-06-13 08:58:43
127992,2,35,3.1,Coffee,Premium Brewed Coffee,Jamaican Coffee River Regular,6.2,2023-06-13 08:59:09
127993,1,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,3.0,2023-06-13 08:59:10
127994,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-06-13 08:59:10
127999,2,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,5.0,2023-06-13 09:00:02
128001,2,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,5.0,2023-06-13 09:01:31
128005,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-06-13 09:02:25
128010,1,25,2.2,Coffee,Organic Brewed Coffee,Brazilian Small,2.2,2023-06-13 09:04:27
128012,1,23,2.5,Coffee,Drip Coffee,Our Old Time Diner Blend Regular,2.5,2023-06-13 09:04:45
128013,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-06-13 09:04:46
128014,1,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2023-06-13 09:04:46
128015,2,45,3.0,Tea,Brewed Herbal Tea,Peppermint Large,6.0,2023-06-13 09:04:47
128016,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-06-13 09:04:47
128026,1,50,2.5,Tea,Brewed Black Tea,Earl Grey Regular,2.5,2023-06-13 09:09:06
128031,1,32,3.0,Coffee,Gourmet Brewed Coffee,Ethiopia Regular,3.0,2023-06-13 09:10:24
128036,1,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,4.5,2023-06-13 09:11:48
128063,2,29,2.5,Coffee,Gourmet Brewed Coffee,Columbian Medium Roast Regular,5.0,2023-06-13 09:19:15
128064,1,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023-06-13 09:19:15
128067,2,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2023-06-13 09:19:51
128068,2,65,0.8,Flavours,Sugar Free Syrup,Sugar Free Vanilla Syrup,1.6,2023-06-13 09:19:51
128069,1,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023-06-13 09:19:51
128075,2,33,3.5,Coffee,Gourmet Brewed Coffee,Ethiopia Large,7.0,2023-06-13 09:22:52
128076,1,15,9.25,Loose Tea,Green Tea,Serenity Green Tea,9.25,2023-06-13 09:22:52
128084,2,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023-06-13 09:25:30
128085,2,63,0.8,Flavours,Regular Syrup,Carmel Syrup,1.6,2023-06-13 09:25:30
128086,1,75,3.5,Bakery,Pastry,Croissant,3.5,2023-06-13 09:25:30
128104,2,59,4.5,Drinking Chocolate,Hot Chocolate,Dark Chocolate Large,9.0,2023-06-13 09:31:52
128106,2,27,3.5,Coffee,Organic Brewed Coffee,Brazilian Large,7.0,2023-06-13 09:32:38
128108,1,42,2.5,Tea,Brewed Herbal Tea,Lemon Grass Regular,2.5,2023-06-13 09:33:17
128114,2,44,2.5,Tea,Brewed Herbal Tea,Peppermint Regular,5.0,2023-06-13 09:34:28
128119,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-06-13 09:34:53
128120,1,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023-06-13 09:34:53
128123,2,36,3.75,Coffee,Premium Brewed Coffee,Jamaican Coffee River Large,7.5,2023-06-13 09:36:46
128124,2,37,3.0,Coffee,Barista Espresso,Espresso Shot,6.0,2023-06-13 09:36:46
128125,2,64,0.8,Flavours,Regular Syrup,Hazelnut Syrup,1.6,2023-06-13 09:36:46
128127,1,41,4.25,Coffee,Barista Espresso,Cappuccino Large,4.25,2023-06-13 09:38:03
